Training Session ID,Training Name,Training Type,Duration Hours
780,Financial Compliance,Compliance,60
781,Anti-Harassment Training,Compliance,2
782,Anti-Harassment Training,Compliance,40
783,Diversity and Inclusion,Compliance,8
784,Communication Skills,Skill Development,8
785,Project Management Software Training,Technical,4
786,Problem Solving,Skill Development,16
787,Problem Solving,Skill Development,60
788,Cloud Computing Essentials,Technical,16
789,Problem Solving,Skill Development,60
790,Customer Service Excellence,Skill Development,32
791,Data Analysis with Python,Technical,60
792,Leadership Essentials,Leadership,32
793,Code of Conduct,Compliance,40
794,Creative Thinking,Skill Development,16
795,Communication Skills,Skill Development,2
796,Leadership Essentials,Leadership,32
797,Emotional Intelligence,Leadership,2
798,Financial Compliance,Compliance,8
799,Workplace Safety,Compliance,60
800,Cloud Computing Essentials,Technical,16
801,Anti-Harassment Training,Compliance,4
802,Cybersecurity Basics,Technical,8
803,Cybersecurity Basics,Technical,8
804,Cloud Computing Essentials,Technical,16
805,Team Building,Leadership,60
806,Cloud Computing Essentials,Technical,60
807,Strategic Planning,Leadership,60
808,Advanced Excel,Technical,32
809,Data Analysis with Python,Technical,8
810,Cloud Computing Essentials,Technical,60
811,Time Management,Skill Development,60
812,Diversity and Inclusion,Compliance,40
813,Advanced Excel,Technical,60
814,Cloud Computing Essentials,Technical,2
815,Leadership Essentials,Leadership,16
816,Strategic Planning,Leadership,8
817,Financial Compliance,Compliance,4
818,Creative Thinking,Skill Development,32
819,Customer Service Excellence,Skill Development,8
820,Conflict Resolution,Leadership,40
821,Data Analysis with Python,Technical,60
822,Cloud Computing Essentials,Technical,40
823,Leadership Essentials,Leadership,2
824,SQL for Data Management,Technical,2
825,Creative Thinking,Skill Development,40
826,Conflict Resolution,Leadership,60
827,Leadership Essentials,Leadership,40
828,Coaching and Mentoring,Leadership,40
829,Data Analysis with Python,Technical,8
830,Creative Thinking,Skill Development,8
831,Data Analysis with Python,Technical,32
832,Diversity and Inclusion,Compliance,4
833,Data Analysis with Python,Technical,2
834,Anti-Harassment Training,Compliance,4
835,Code of Conduct,Compliance,16
836,Data Analysis with Python,Technical,32
837,SQL for Data Management,Technical,4
838,Leadership Essentials,Leadership,60
839,Project Management Software Training,Technical,32
840,Problem Solving,Skill Development,32
841,Emotional Intelligence,Leadership,40
842,Team Building,Leadership,16
843,Negotiation Skills,Skill Development,60
844,Strategic Planning,Leadership,40
845,Code of Conduct,Compliance,4
846,Workplace Safety,Compliance,8
847,Communication Skills,Skill Development,4
848,Creative Thinking,Skill Development,8
849,Anti-Harassment Training,Compliance,40
850,Communication Skills,Skill Development,4
851,Cybersecurity Basics,Technical,8
852,Coaching and Mentoring,Leadership,2
853,Coaching and Mentoring,Leadership,8
854,Creative Thinking,Skill Development,8
855,Cloud Computing Essentials,Technical,32
856,Communication Skills,Skill Development,40
857,Strategic Planning,Leadership,60
858,Coaching and Mentoring,Leadership,32
859,Strategic Planning,Leadership,32
860,Cybersecurity Basics,Technical,32
861,Leadership Essentials,Leadership,60
862,Strategic Planning,Leadership,60
863,Team Building,Leadership,60
864,Creative Thinking,Skill Development,40
865,Leadership Essentials,Leadership,60
866,Customer Service Excellence,Skill Development,16
867,Strategic Planning,Leadership,4
868,Communication Skills,Skill Development,4
869,Diversity and Inclusion,Compliance,40
870,Cloud Computing Essentials,Technical,2
871,Anti-Harassment Training,Compliance,60
872,Team Building,Leadership,2
873,Communication Skills,Skill Development,60
874,Anti-Harassment Training,Compliance,2
875,Conflict Resolution,Leadership,4
876,Emotional Intelligence,Leadership,32
877,Advanced Excel,Technical,8
878,Cloud Computing Essentials,Technical,60
879,Creative Thinking,Skill Development,4
880,Negotiation Skills,Skill Development,60
881,Project Management Software Training,Technical,60
882,Creative Thinking,Skill Development,8
883,Conflict Resolution,Leadership,2
884,Financial Compliance,Compliance,2
885,Emotional Intelligence,Leadership,2
886,Diversity and Inclusion,Compliance,2
887,Coaching and Mentoring,Leadership,16
888,Conflict Resolution,Leadership,4
889,Advanced Excel,Technical,40
890,Cybersecurity Basics,Technical,40
891,Coaching and Mentoring,Leadership,40
892,Emotional Intelligence,Leadership,2
893,Data Privacy and Security,Compliance,16
894,Team Building,Leadership,16
895,Customer Service Excellence,Skill Development,16
896,Communication Skills,Skill Development,8
897,Strategic Planning,Leadership,40
898,Time Management,Skill Development,40
899,Leadership Essentials,Leadership,4
900,Cybersecurity Basics,Technical,2
901,Anti-Harassment Training,Compliance,40
902,Cybersecurity Basics,Technical,60
903,Creative Thinking,Skill Development,16
904,Financial Compliance,Compliance,8
905,Creative Thinking,Skill Development,32
906,Cloud Computing Essentials,Technical,2
907,Diversity and Inclusion,Compliance,8
908,Creative Thinking,Skill Development,32
909,Communication Skills,Skill Development,40
910,Communication Skills,Skill Development,60
911,Problem Solving,Skill Development,2
912,Coaching and Mentoring,Leadership,40
913,Cloud Computing Essentials,Technical,16
914,Coaching and Mentoring,Leadership,32
915,Problem Solving,Skill Development,8
916,Cloud Computing Essentials,Technical,60
917,Data Analysis with Python,Technical,60
918,Problem Solving,Skill Development,2
919,Problem Solving,Skill Development,60
920,Conflict Resolution,Leadership,40
921,SQL for Data Management,Technical,2
922,SQL for Data Management,Technical,4
923,Cybersecurity Basics,Technical,4
924,SQL for Data Management,Technical,2
925,Cloud Computing Essentials,Technical,40
926,Code of Conduct,Compliance,4
927,Time Management,Skill Development,4
928,Time Management,Skill Development,16
929,Data Analysis with Python,Technical,8
930,Anti-Harassment Training,Compliance,40
931,Diversity and Inclusion,Compliance,60
932,Code of Conduct,Compliance,60
933,Coaching and Mentoring,Leadership,40
934,Emotional Intelligence,Leadership,4
935,Code of Conduct,Compliance,32
936,Customer Service Excellence,Skill Development,40
937,Coaching and Mentoring,Leadership,2
938,SQL for Data Management,Technical,40
939,Financial Compliance,Compliance,16
940,Time Management,Skill Development,16
941,Advanced Excel,Technical,2
942,Cybersecurity Basics,Technical,8
943,Project Management Software Training,Technical,60
944,Creative Thinking,Skill Development,2
945,Time Management,Skill Development,2
946,Conflict Resolution,Leadership,2
947,Customer Service Excellence,Skill Development,16
948,Creative Thinking,Skill Development,8
949,Communication Skills,Skill Development,32
950,Project Management Software Training,Technical,2
951,Advanced Excel,Technical,32
952,Data Privacy and Security,Compliance,60
953,SQL for Data Management,Technical,40
954,Negotiation Skills,Skill Development,8
955,Communication Skills,Skill Development,4
956,Problem Solving,Skill Development,32
957,Cloud Computing Essentials,Technical,32
958,Cybersecurity Basics,Technical,60
959,SQL for Data Management,Technical,60
960,Time Management,Skill Development,60
961,Advanced Excel,Technical,8
962,Financial Compliance,Compliance,8
963,Team Building,Leadership,4
964,Team Building,Leadership,32
965,Cloud Computing Essentials,Technical,16
966,Data Privacy and Security,Compliance,40
967,Time Management,Skill Development,60
968,SQL for Data Management,Technical,2
969,SQL for Data Management,Technical,40
970,Conflict Resolution,Leadership,60
971,Creative Thinking,Skill Development,16
972,Team Building,Leadership,32
973,Leadership Essentials,Leadership,8
974,Data Privacy and Security,Compliance,4
975,Data Privacy and Security,Compliance,8
976,Project Management Software Training,Technical,32
977,Data Privacy and Security,Compliance,40
978,Financial Compliance,Compliance,40
979,Workplace Safety,Compliance,40
980,Diversity and Inclusion,Compliance,4
981,Diversity and Inclusion,Compliance,2
982,Workplace Safety,Compliance,2
983,Code of Conduct,Compliance,60
984,Data Analysis with Python,Technical,8
985,Project Management Software Training,Technical,60
986,Code of Conduct,Compliance,8
987,Time Management,Skill Development,60
988,Negotiation Skills,Skill Development,2
989,Time Management,Skill Development,8
990,Customer Service Excellence,Skill Development,60
991,Diversity and Inclusion,Compliance,32
992,Conflict Resolution,Leadership,40
993,Workplace Safety,Compliance,40
994,Coaching and Mentoring,Leadership,40
995,Problem Solving,Skill Development,4
996,Strategic Planning,Leadership,4
997,Creative Thinking,Skill Development,8
998,Conflict Resolution,Leadership,16
999,Strategic Planning,Leadership,2
1000,Diversity and Inclusion,Compliance,60
1001,Problem Solving,Skill Development,4
1002,Time Management,Skill Development,60
1003,Leadership Essentials,Leadership,32
1004,Negotiation Skills,Skill Development,16
1005,Anti-Harassment Training,Compliance,2
1006,Coaching and Mentoring,Leadership,40
1007,Anti-Harassment Training,Compliance,16
1008,Conflict Resolution,Leadership,8
1009,Diversity and Inclusion,Compliance,2
1010,Project Management Software Training,Technical,2
1011,Project Management Software Training,Technical,16
1012,SQL for Data Management,Technical,2
1013,Cybersecurity Basics,Technical,8
1014,Diversity and Inclusion,Compliance,60
1015,Data Privacy and Security,Compliance,40
1016,Cloud Computing Essentials,Technical,32
1017,Team Building,Leadership,40
1018,Code of Conduct,Compliance,2
1019,Conflict Resolution,Leadership,4
1020,Financial Compliance,Compliance,8
1021,SQL for Data Management,Technical,60
1022,Creative Thinking,Skill Development,40
1023,Emotional Intelligence,Leadership,32
1024,Anti-Harassment Training,Compliance,16
1025,Customer Service Excellence,Skill Development,16
1026,Problem Solving,Skill Development,60
1027,SQL for Data Management,Technical,8
1028,Creative Thinking,Skill Development,8
1029,Project Management Software Training,Technical,40
1030,Code of Conduct,Compliance,16
1031,Team Building,Leadership,60
1032,Anti-Harassment Training,Compliance,32
1033,Cybersecurity Basics,Technical,2
1034,Negotiation Skills,Skill Development,60
1035,Financial Compliance,Compliance,60
1036,Advanced Excel,Technical,4
1037,Emotional Intelligence,Leadership,4
1038,Cloud Computing Essentials,Technical,32
1039,Coaching and Mentoring,Leadership,32
1040,Team Building,Leadership,32
1041,SQL for Data Management,Technical,40
1042,Advanced Excel,Technical,4
1043,Anti-Harassment Training,Compliance,32
1044,Problem Solving,Skill Development,8
1045,Code of Conduct,Compliance,16
1046,Negotiation Skills,Skill Development,60
1047,Strategic Planning,Leadership,32
1048,Advanced Excel,Technical,4
1049,Project Management Software Training,Technical,32
1050,Diversity and Inclusion,Compliance,4
1051,Emotional Intelligence,Leadership,8
1052,Data Analysis with Python,Technical,8
1053,Cloud Computing Essentials,Technical,16
1054,Creative Thinking,Skill Development,16
1055,Data Analysis with Python,Technical,16
1056,Emotional Intelligence,Leadership,16
1057,Cloud Computing Essentials,Technical,8
1058,Customer Service Excellence,Skill Development,40
1059,Anti-Harassment Training,Compliance,8
1060,Project Management Software Training,Technical,60
1061,Cloud Computing Essentials,Technical,60
1062,Cybersecurity Basics,Technical,32
1063,Financial Compliance,Compliance,16
1064,Negotiation Skills,Skill Development,4
1065,Negotiation Skills,Skill Development,8
1066,Team Building,Leadership,16
1067,Emotional Intelligence,Leadership,2
1068,Code of Conduct,Compliance,32
1069,Creative Thinking,Skill Development,32
1070,Diversity and Inclusion,Compliance,60
1071,Negotiation Skills,Skill Development,8
1072,Data Privacy and Security,Compliance,40
1073,Financial Compliance,Compliance,16
1074,Negotiation Skills,Skill Development,2
1075,Conflict Resolution,Leadership,60
1076,Team Building,Leadership,16
1077,Financial Compliance,Compliance,40
1078,Cybersecurity Basics,Technical,40
1079,Leadership Essentials,Leadership,4
1080,Project Management Software Training,Technical,16
1081,Conflict Resolution,Leadership,60
1082,Strategic Planning,Leadership,2
1083,Conflict Resolution,Leadership,60
1084,Data Analysis with Python,Technical,16
1085,Negotiation Skills,Skill Development,16
1086,Coaching and Mentoring,Leadership,8
1087,SQL for Data Management,Technical,4
1088,Data Privacy and Security,Compliance,40
1089,Financial Compliance,Compliance,32
1090,Cloud Computing Essentials,Technical,40
1091,Diversity and Inclusion,Compliance,16
1092,Advanced Excel,Technical,32
1093,Strategic Planning,Leadership,2
1094,Workplace Safety,Compliance,4
1095,Cloud Computing Essentials,Technical,32
1096,Cybersecurity Basics,Technical,16
1097,Cybersecurity Basics,Technical,8
1098,Team Building,Leadership,16
1099,Data Analysis with Python,Technical,40
1100,Advanced Excel,Technical,16
1101,SQL for Data Management,Technical,40
1102,Project Management Software Training,Technical,4
